Scientific Name,State Name
Samoana fragilis,Northern Mariana Islands
Samoana thurstoni,American Samoa
Sanicula hoffmannii,California
Sanicula kauaiensis,Hawaii
Sanicula maritima,California
Sanicula mariversa,Hawaii
Sanicula peckiana,Nevada
Sanicula peckiana,California
Sanicula peckiana,Oregon
Sanicula purpurea,Hawaii
Sanicula sandwicensis,Hawaii
Sanicula saxatilis,California
Sanicula tracyi,California
Santalum ellipticum littorale,Hawaii
Santalum haleakalae var. lanaiense,Hawaii
Santalum involutum,Hawaii
Santalum salicifolium,Hawaii
Sarracenia oreophila,Alabama
Sarracenia oreophila,Georgia
Sarracenia oreophila,North Carolina
Sarracenia purpurea var. montana,South Carolina
Sarracenia purpurea var. montana,Georgia
Sarracenia purpurea var. montana,North Carolina
Sarracenia rubra ssp. alabamensis,Alabama
Sarracenia rubra ssp. gulfensis,Georgia
Sarracenia rubra ssp. jonesii,North Carolina
Sarracenia rubra ssp. jonesii,South Carolina
Satan eurystomus,Texas
Satyrium auretorum fumosum,California
Satyrodes eurydice fumosa,Nebraska
Satyrodes eurydice fumosa,Illinois
Satyrodes eurydice fumosa,Iowa
Satyrodes eurydice fumosa,Colorado
Sauromalus ater,Nevada
Sauromalus ater,Utah
Sauromalus ater,California
Sauromalus ater,Arizona
Saussurea weberi,Colorado
Saussurea weberi,Montana
Saxifraga aleutica,Alaska
Saxifraga bryophora tobiasiae,Idaho
Saxifraga careyana,Georgia
Saxifraga careyana,Alabama
Saxifraga careyana,Tennessee
Saxifraga careyana,Virginia
Saxifraga careyana,North Carolina
Saxifraga caroliniana,North Carolina
Saxifraga caroliniana,Virginia
Saxifraga caroliniana,Georgia
Saxifraga caroliniana,West Virginia
Saxifraga caroliniana,Tennessee
Scaevola coriacea,Hawaii
Scaevola gaudichaudiana,Hawaii
Scaevola gaudichaudii,Hawaii
Scaevola kilaueae,Hawaii
Scalopus aquaticus texanus,Texas
Scapanus latimanus parvus,California
Scaphinotus behrensi,California
Scaphinotus inflectus,Arkansas
Scaphinotus longiceps,California
Scaphinotus parisiana,Arkansas
Scaphirhynchus albus,South Dakota
Scaphirhynchus albus,Kansas
Scaphirhynchus albus,Tennessee
Scaphirhynchus albus,Arkansas
Scaphirhynchus albus,Nebraska
Scaphirhynchus albus,Louisiana
Scaphirhynchus albus,Montana
Scaphirhynchus albus,Iowa
Scaphirhynchus albus,Mississippi
Scaphirhynchus albus,Illinois
Scaphirhynchus albus,North Dakota
Scaphirhynchus albus,Missouri
Scaphirhynchus albus,Kentucky
Scaphirhynchus suttkusi,Alabama
Sceloporus arenicolus,Texas
Sceloporus arenicolus,New Mexico
Sceloporus graciosus graciosus,Washington
Sceloporus graciosus vandenburgianus,California
Schenkia sebaeoides,Hawaii
Schiedea adamantis,Hawaii
Schiedea amplexicaulis,Hawaii
Schiedea apokremnos,Hawaii
Schiedea attenuata,Hawaii
Schiedea diffusa ssp. macraei,Hawaii
Schiedea diffusa subsp. diffusa,Hawaii
Schiedea globosa foliosior,Hawaii
Schiedea globosa globosa,Hawaii
Schiedea globosa graminifolia,Hawaii
Schiedea haleakalensis,Hawaii
Schiedea hawaiiensis,Hawaii
Schiedea helleri,Hawaii
Schiedea hookeri,Hawaii
Schiedea implexa,Hawaii
Schiedea jacobii,Hawaii
Schiedea kaalae,Hawaii
Schiedea kauaiensis,Hawaii
Schiedea kealiae,Hawaii
Schiedea laui,Hawaii
Schiedea ligustrina nematopoda,Hawaii
Schiedea lychnoides,Hawaii
Schiedea lydgatei,Hawaii
Schiedea mannii,Hawaii
Schiedea membranacea,Hawaii
Schiedea menziesii,Hawaii
Schiedea nuttallii,Hawaii
Schiedea obovata,Hawaii
Schiedea pubescens,Hawaii
Schiedea salicaria,Hawaii
Schiedea sarmentosa,Hawaii
Schiedea spergulina var. leiopoda,Hawaii
Schiedea spergulina var. spergulina,Hawaii
Schiedea stellarioides,Hawaii
Schiedea trinervis,Hawaii
Schiedea verticillata,Hawaii
Schiedea viscosa,Hawaii
Schinia indiana,Michigan
Schinia indiana,Illinois
Schinia indiana,Indiana
Schinia indiana,Wisconsin
Schinia indiana,Arkansas
Schinia indiana,Minnesota
Schinia indiana,Texas
Schinia indiana,North Carolina
Schinia indiana,Nebraska
Schizaea pusilla,New York
Schizaea pusilla,Delaware
Schizaea pusilla,New Jersey
Schlotheimia lancifolia,North Carolina
Schoenocrambe argillacea,Utah
Schoenocrambe barnebyi,Utah
Schoenocrambe suffrutescens,Utah
Schoenolirion wrightii,Louisiana
Schoenolirion wrightii,Alabama
Schoenolirion wrightii,Texas
Schoenolirion wrightii,Arkansas
Schoenoplectiella hallii,Kentucky
Schoenoplectiella hallii,Missouri
Schoenoplectiella hallii,South Carolina
Schoenoplectiella hallii,Wisconsin
Schoenoplectiella hallii,Kansas
Schoenoplectiella hallii,Massachusetts
Schoenoplectiella hallii,Oklahoma
Schoenoplectiella hallii,Iowa
Schoenoplectiella hallii,Illinois
Schoenoplectiella hallii,Nebraska
Schoenoplectiella hallii,Texas
Schoenoplectiella hallii,Alabama
Schoenoplectiella hallii,Indiana
Schoenoplectiella hallii,Michigan
Schoenoplectiella hallii,Ohio
Schoenoplectiella hallii,Georgia
Schoepfia arenaria,Puerto Rico
Schwalbea americana,Louisiana
Schwalbea americana,North Carolina
Schwalbea americana,Massachusetts
Schwalbea americana,South Carolina
Schwalbea americana,Alabama
Schwalbea americana,Georgia
Schwalbea americana,New Jersey
Scirpus ancistrochaetus,New York
Scirpus ancistrochaetus,Virginia
Scirpus ancistrochaetus,Vermont
Scirpus ancistrochaetus,Massachusetts
Scirpus ancistrochaetus,Maryland
Scirpus ancistrochaetus,New Hampshire
Scirpus ancistrochaetus,Pennsylvania
Scirpus ancistrochaetus,West Virginia
Scirpus flaccidifolius,Virginia
Scirpus longii,Delaware
Scirpus longii,Massachusetts
Scirpus longii,Connecticut
Scirpus longii,New Hampshire
Scirpus longii,New Jersey
Scirpus longii,Maine
Scirpus longii,Rhode Island
Scirpus longii,New York
Sciurus arizonensis catalinae,Arizona
Sciurus griseus,Washington
Sciurus griseus,Oregon
Sciurus griseus,California
Sciurus nayaritensis chiricahuae,Arizona
Sciurus niger cinereus,Maryland
Sciurus niger cinereus,Virginia
Sciurus niger cinereus,Delaware
Scleria hirtella,Virgin Islands
Scleria hirtella,Puerto Rico
Sclerocactus blainei,Nevada
Sclerocactus brevihamatus ssp. tobuschii,Texas
Sclerocactus brevispinus,Utah
Sclerocactus contortus,New Mexico
Sclerocactus contortus,Colorado
Sclerocactus glaucus,Colorado
Sclerocactus mariposensis,Texas
Sclerocactus mesae-verdae,New Mexico
Sclerocactus mesae-verdae,Colorado
Sclerocactus papyracanthus,Texas
Sclerocactus papyracanthus,New Mexico
Sclerocactus papyracanthus,Arizona
Sclerocactus polyancistrus,Nevada
Sclerocactus polyancistrus,California
Sclerocactus pubispinus,Utah
Sclerocactus pubispinus,Nevada
Sclerocactus schleseri,Nevada
Sclerocactus sp.,Utah
Sclerocactus spinosior,Utah
Sclerocactus warnockii,Texas
Sclerocactus wetlandicus,Utah
Sclerocactus whipplei heilii,New Mexico
Sclerocactus whipplei reevesii,New Mexico
Sclerocactus wrightiae,Utah
Sclerodermus nihoaensis,Hawaii
Scotorythra megalophylla,Hawaii
Scotorythra nesiotes,Hawaii
Scotorythra paratactis,Hawaii
Scrophularia atrata,California
Scrophularia laevis,New Mexico
Scrophularia macrantha,New Mexico
Scrophularia villosa,California
Scutellaria floridana,Florida
Scutellaria laevis,Texas
Scutellaria montana,Georgia
Scutellaria montana,Tennessee
Scutellaria nana,California
Scutellaria nana,Nevada
Scutellaria ocmulgee,Georgia
Scutellaria ocmulgee,South Carolina
Scutellaria ovata pseudoarguta,Virginia
Scutellaria ovata pseudoarguta,West Virginia
Scutellaria saxatilis,North Carolina
Scutellaria saxatilis,West Virginia
Scutellaria saxatilis,Delaware
Scutellaria saxatilis,Ohio
Scutellaria saxatilis,Indiana
Scutellaria saxatilis,Georgia
Scutellaria saxatilis,Tennessee
Scutellaria saxatilis,Kentucky
Scutellaria saxatilis,Virginia
Scutellaria saxatilis,Missouri
Scutellaria saxatilis,Pennsylvania
Scutellaria thieretii,Texas
Scutellaria thieretii,Louisiana
Sedum albomarginatum,California
Sedum eastwoodiae,California
Sedum laxum flavidum,California
Sedum laxum heckneri,California
Sedum laxum heckneri,Oregon
Sedum laxum heckneri,Nevada
Sedum moranii,California
Sedum moranii,Nevada
Sedum moranii,Oregon
Sedum nevii,Tennessee
Sedum nevii,Alabama
Sedum nevii,Georgia
Sedum niveum,California
Sedum oblanceolatum,California
Sedum oblanceolatum,Nevada
Sedum oblanceolatum,Oregon
Sedum paradisum,California
Sedum pinetorum,California
Sedum pusillum,North Carolina
Sedum pusillum,South Carolina
Sedum pusillum,Georgia
Sedum radiatum depauperatum,Oregon
Sedum radiatum depauperatum,Nevada
Sedum radiatum depauperatum,California
Sedum robertsianum,Texas
Sedum rosea roanensis,Tennessee
Sedum rosea roanensis,North Carolina
Selaginella utahensis,Utah
Selaginella utahensis,Nevada
Selenia jonesii,Texas
Semiothisa fraserata,Virginia
Semiothisa fraserata,North Carolina
Semotilus lumbee,South Carolina
Semotilus lumbee,North Carolina
Senecio clevelandii heterophyllus,California
Senecio dimorphophyllus intermedius,Utah
Senecio dimorphophyllus intermedius,Colorado
Senecio ertterae,Nevada
Senecio ertterae,Oregon
Senecio ertterae,California
Senecio hallii discoidea,Colorado
Senecio huachucanus,Arizona
Senecio hydrophilus,Hawaii
Senecio layneae,California
Senecio lynceus leucoreus,Nevada
Senecio neowebsteri,Washington
Senecio warnockii,Texas
Senegalia berlandieri,Texas
Senna ripleyana,Texas
Seratella frisoni,Illinois
Seratella frisoni,Missouri
Seratella frisoni,Alabama
Serianthes nelsonii,Northern Mariana Islands
Serianthes nelsonii,Guam
Serica ammomensico,Nevada
Serica psammobunus,Nevada
Sericocarpus rigidus,Nevada
Sericocarpus rigidus,Washington
Sericocarpus rigidus,Oregon
Sericocarpus rigidus,California
Serratella serrata,North Carolina
Sesbania tomentosa,Hawaii
Sesuvium trianthemoides,Texas
Setodes epicampes,Tennessee
Setodes epicampes,Alabama
Setophaga angelae,Puerto Rico
Setophaga chrysoparia,Texas
Setophaga kirtlandii (= Dendroica kirtlandii),South Carolina
Setophaga kirtlandii (= Dendroica kirtlandii),Ohio
Setophaga kirtlandii (= Dendroica kirtlandii),Michigan
Setophaga kirtlandii (= Dendroica kirtlandii),Wisconsin
Seymeria bipinnatisecta,Texas
Shortia galacifolia var. brevistyla,North Carolina
Shortia galacifolia var. galacifolia,North Carolina
Shortia galacifolia var. galacifolia,Georgia
Shortia galacifolia var. galacifolia,South Carolina
Shoshonea pulvinata,Wyoming
Shoshonea pulvinata,Montana
Sibara filifolia,California
Sibara grisea,Texas
Sibara grisea,New Mexico
Sibara rosulata,California
Sicyos albus,Hawaii
Sicyos cucumerinus,Hawaii
Sicyos hillebrandii,Hawaii
Sicyos lanceoloideus,Hawaii
Sicyos macrophyllus,Hawaii
Sicyos maximowiczii,Hawaii
Sicyos pachycarpus,Hawaii
Sicyos semitonsus,Hawaii
Sida fallax,Hawaii
Sida hermaphrodita,Virginia
Sida hermaphrodita,Michigan
Sida hermaphrodita,District of Columbia
Sida hermaphrodita,Indiana
Sida hermaphrodita,Tennessee
Sida hermaphrodita,Kentucky
Sida hermaphrodita,Pennsylvania
Sida hermaphrodita,West Virginia
Sida hermaphrodita,Ohio
Sida hermaphrodita,Maryland
Sida inflexa,Virginia
Sidalcea campestris,Oregon
Sidalcea campestris,Nevada
Sidalcea campestris,California
Sidalcea candida,Wyoming
Sidalcea candida,Utah
Sidalcea candida,New Mexico
Sidalcea candida,Colorado
Sidalcea candida,Nevada
Sidalcea covillei,California
Sidalcea cusickii,Nevada
Sidalcea cusickii,California
Sidalcea cusickii,Oregon
Sidalcea hickmanii anomala,California
Sidalcea hickmanii hickmanii,California
Sidalcea hickmanii parishii,California
Sidalcea hickmanii viridis,California
Sidalcea keckii,California
Sidalcea malvaeflora patula,Oregon
Sidalcea malvaeflora patula,California
Sidalcea malvaeflora patula,Nevada
Sidalcea malviflora elegans,Oregon
Sidalcea malviflora elegans,California
Sidalcea malviflora elegans,Nevada
Sidalcea nelsoniana,Washington
Sidalcea nelsoniana,Oregon
Sidalcea oregana hydrophila,California
Sidalcea oregana ssp. valida,California
Sidalcea oregana var. calva,Washington
Sidalcea pedata,California
Sidalcea robusta,California
Sidalcea setosa,Oregon
Sidalcea setosa,California
Sidalcea setosa,Nevada
Sidalcea stipularis,California
Sideroxylon reclinatum ssp. austrofloridense,Florida
Sideroxylon thornei,Georgia
Sigmodon arizonae jacksoni,Arizona
Sigmodon arizonae plenus,California
Sigmodon fulviventer goldmani,New Mexico
Sigmodon hispidus eremicus,California
Sigmodon hispidus eremicus,Arizona
Sigmodon ochrognathus,New Mexico
Sigmodon ochrognathus,Texas
Sigmodon ochrognathus,Arizona
Silene alexandri,Hawaii
Silene aperta,California
Silene campanulata campanulata,California
Silene clokeyi,Nevada
Silene cryptopetala,Hawaii
Silene degeneri,Hawaii
Silene douglasii oraria,Oregon
Silene douglasii oraria,California
Silene douglasii oraria,Nevada
Silene hawaiiensis,Hawaii
Silene invisa,California
Silene lanceolata,Hawaii
Silene marmorensis,California
Silene nachlingerae,Nevada
Silene occidentalis longistipitata,California
Silene ovata,North Carolina
Silene perlmanii,Hawaii
Silene petersonii,Utah
Silene petersonii minor,Utah
Silene plankii,New Mexico
Silene plankii,Texas
Silene polypetala,Georgia
Silene rectiramea,Arizona
Silene regia,Indiana
Silene regia,Kentucky
Silene regia,Kansas
Silene regia,Missouri
Silene regia,Alabama
Silene regia,Ohio
Silene regia,Georgia
Silene regia,Arkansas
Silene regia,Illinois
Silene regia,Oklahoma
Silene scaposa lobata,Nevada
Silene scaposa lobata,Oregon
Silene scaposa lobata,California
Silene scaposa lobata,Idaho
Silene scaposa scaposa,California
Silene scaposa scaposa,Oregon
Silene scaposa scaposa,Nevada
Silene seelyi,Washington
Silene spaldingii,Montana
Silene spaldingii,Idaho
Silene spaldingii,Washington
Silene spaldingii,Oregon
Silene subciliata,Texas
Silene subciliata,Louisiana
Silene verecunda verecunda,California
Silene virginica robusta,West Virginia
Silene wrightii,New Mexico
Silphium brachiatum,Alabama
Silphium brachiatum,Tennessee
Silphium confertifolium,Alabama
Silphium integrifolium gattingeri,Tennessee
Simpsonaias ambigua,Indiana
Simpsonaias ambigua,Tennessee
Simpsonaias ambigua,Ohio
Simpsonaias ambigua,Arkansas
Simpsonaias ambigua,Michigan
Simpsonaias ambigua,Wisconsin
Simpsonaias ambigua,Missouri
Simpsonaias ambigua,Illinois
Simpsonaias ambigua,Iowa
Simpsonaias ambigua,New York
Simpsonaias ambigua,Kentucky
Simpsonaias ambigua,West Virginia
Simpsonaias ambigua,Pennsylvania
Siphateles bicolor euchila,Nevada
Siphateles bicolor eurysoma,Nevada
Siphateles bicolor eurysoma,California
Siphateles bicolor eurysoma,Oregon
Siphateles bicolor isolata,Nevada
Siphateles bicolor newarkensis,Nevada
Siphateles bicolor obesa,Nevada
Siphateles bicolor ssp.,Nevada
Siphateles bicolor ssp.,California
Siphateles bicolor ssp. 4,Nevada
Siphateles bicolor ssp. 5,Nevada
Siphateles bicolor ssp. 7,Nevada
Siphateles bicolor ssp. 8,Nevada
Siphateles bicolor ssp. 9,Nevada
Siphateles bicolor vaccaceps,California
Siphlonisca aerodromia,New York
Siphlonisca aerodromia,Maine
Siren intermedia texana,Texas
Sistrurus catenatus,Minnesota
Sistrurus catenatus,Wisconsin
Sistrurus catenatus,Michigan
Sistrurus catenatus,New York
Sistrurus catenatus,Illinois
Sistrurus catenatus,Ohio
Sistrurus catenatus,Iowa
Sistrurus catenatus,Indiana
Sistrurus catenatus,Pennsylvania
Sistrurus catenatus ssp. edwardsii,Colorado
Sisyrinchium dichotomum,North Carolina
Sisyrinchium dichotomum,South Carolina
Sisyrinchium pallidum,Wyoming
Sisyrinchium pallidum,Colorado
Sisyrinchium sarmentosum,Oregon
Sisyrinchium sarmentosum,Washington
Sisyrinchium sarmentosum,California
Sisyrinchium sarmentosum,Nevada
Skistodiaptomus carolinensis,North Carolina
Smelowskia borealis villosa,Alaska
Smelowskia holmgrenii,Nevada
Smelowskia ovalis congesta,California
Smelowskia pyriformis,Alaska
Smilax melastomifolia melastomifolia,Hawaii
Smilax pseudochina,Georgia
Smithistruma reliquia,California
Snyderichthys copei,Wyoming
Snyderichthys copei,Utah
Snyderichthys copei,Idaho
Solanum carolinense hirsutum,Georgia
Solanum conocarpum,Virgin Islands
Solanum drymophilum,Puerto Rico
Solanum guamense,Guam
Solanum guamense,Northern Mariana Islands
Solanum incompletum,Hawaii
Solanum mucronatum,Virgin Islands
Solanum mucronatum,Puerto Rico
Solanum nelsonii,Hawaii
Solanum sandwicense,Hawaii
Solanum tenuilobatum,California
Solanum woodburyi,Puerto Rico
Solanum woodburyi,Virgin Islands
Solidago albopilosa,Kentucky
Solidago arenicola,Tennessee
Solidago arenicola,Alabama
Solidago arguta harrissii,Pennsylvania
Solidago arguta harrissii,Virginia
Solidago arguta harrissii,West Virginia
Solidago arguta harrissii,Maryland
Solidago houghtonii,Michigan
Solidago houghtonii,New York
Solidago mollis angustata,Texas
Solidago ouachitensis,Arkansas
Solidago ouachitensis,Oklahoma
Solidago petiolaris,Texas
Solidago plumosa,North Carolina
Solidago porteri,Georgia
Solidago pulchra,North Carolina
Solidago shortii,Indiana
Solidago shortii,Kentucky
Solidago simulans,North Carolina
Solidago sphathulata gillmanii,Indiana
Solidago sphathulata gillmanii,Wisconsin
Solidago sphathulata gillmanii,Michigan
Solidago spithamaea,North Carolina
Solidago spithamaea,Tennessee
Solidago verna,South Carolina
Solidago verna,North Carolina
Soliperla fenderi,Washington
Somateria fischeri,Alaska
Somatochlora calverti,Alabama
Somatochlora calverti,South Carolina
Somatochlora calverti,Florida
Somatochlora hineana,Michigan
Somatochlora hineana,Missouri
Somatochlora hineana,Wisconsin
Somatochlora hineana,Illinois
Somatochlora margarita,Louisiana
Somatochlora margarita,Oklahoma
Somatochlora margarita,Texas
Somatochlora ozarkensis,Missouri
Somatochlora ozarkensis,Oklahoma
Somatochlora ozarkensis,Kansas
Somatochlora ozarkensis,Arkansas
Somatogyrus alcoviensis,Georgia
Somatogyrus amnicoloides,Arkansas
Somatogyrus aureus,Alabama
Somatogyrus biangulatus,Alabama
Somatogyrus constrictus,Alabama
Somatogyrus coosaensis,Alabama
Somatogyrus crassilabris,Arkansas
Somatogyrus crassus,Alabama
Somatogyrus currierianus,Alabama
Somatogyrus decipiens,Alabama
Somatogyrus excavatus,Alabama
Somatogyrus hendersoni,Alabama
Somatogyrus hinkleyi,Alabama
Somatogyrus humerosus,Alabama
Somatogyrus nanus,Alabama
Somatogyrus obtusus,Alabama
Somatogyrus parvulus,Tennessee
Somatogyrus pilsbryanus,Alabama
Somatogyrus pygmaeus,Alabama
Somatogyrus quadratus,Alabama
Somatogyrus sargenti,Alabama
Somatogyrus strengi,Alabama
Somatogyrus tenax,Georgia
Somatogyrus tennesseensis,Alabama
Somatogyrus tennesseensis,Tennessee
Somatogyrus virginicus,North Carolina
Somatogyrus virginicus,Virginia
Somatogyrus wheeleri,Arkansas
Somoana abbreviata,American Samoa
Sonorella christenseni,Arizona
Sonorella eremita,Arizona
Sonorella grahamensis,Arizona
Sonorella imitator,Arizona
Sonorella macrophallus,Arizona
Sonorella magdalenensis,Arizona
Sonorella metcalfi,Texas
Sonorella rosemontensis,Arizona
Sonorella sp.,Arizona
Sonorella todseni,New Mexico
Sophora arizonica,Arizona
Sophora chrysophylla circularis,Hawaii
Sophora chrysophylla elliptica,Hawaii
Sophora chrysophylla glabrata,Hawaii
Sophora chrysophylla grisea,Hawaii
Sophora chrysophylla kanaioensis,Hawaii
Sophora chrysophylla kauensis,Hawaii
Sophora chrysophylla lanaiensis,Hawaii
Sophora chrysophylla makuaensis,Hawaii
Sophora chrysophylla unifoliata,Hawaii
Sophora gypsophila guadalupensis,Texas
Sophora gypsophila guadalupensis,New Mexico
Sophora leachiana,Oregon
Sophora leachiana,California
Sophora leachiana,Nevada
Sorex alaskanus,Alaska
Sorex arizonae,Arizona
Sorex arizonae,New Mexico
Sorex cinereus nigriculus,New Jersey
Sorex cinereus nigriculus,Delaware
Sorex dispar,Massachusetts
Sorex dispar,Maine
Sorex dispar,Tennessee
Sorex dispar,New Hampshire
Sorex dispar,New Jersey
Sorex dispar,Maryland
Sorex dispar,Pennsylvania
Sorex dispar,Virginia
Sorex dispar,Delaware
Sorex dispar,West Virginia
Sorex dispar,New York
Sorex dispar,North Carolina
Sorex dispar,Vermont
Sorex hoyi winnemana,Virginia
Sorex hoyi winnemana,Ohio
Sorex hoyi winnemana,Tennessee
Sorex hoyi winnemana,Indiana
Sorex hoyi winnemana,North Carolina
Sorex hoyi winnemana,Illinois
Sorex hoyi winnemana,Maryland
Sorex hoyi winnemana,Kentucky
Sorex hydrodromus,Alaska
Sorex longirostris fisheri,North Carolina
Sorex longirostris fisheri,Virginia
Sorex lyelli,California
Sorex monticolus parvidens,California
Sorex ornatus relictus,California
Sorex ornatus salarius,California
Sorex ornatus salicornicus,California
Sorex ornatus sinuosus,California
Sorex ornatus willetti,California
Sorex palustris navigator,Arizona
Sorex palustris punctulatus,Tennessee
Sorex palustris punctulatus,West Virginia
Sorex palustris punctulatus,North Carolina
Sorex palustris punctulatus,Virginia
Sorex palustris punctulatus,Pennsylvania
Sorex palustris punctulatus,Maryland
Sorex preblei,Washington
Sorex trigonirostris,California
Sorex trigonirostris,Oregon
Sorex trigonirostris,Nevada
Sorex trowbridgii destructioni,Washington
Sorex vagrans halicoetes,California
Spanglerogyrus albiventris,Alabama
Spartiniphaga carterae,Delaware
Spartiniphaga carterae,North Carolina
Spartiniphaga carterae,New Jersey
Spea hammondii,California
Speoplatyrhinus poulsoni,Alabama
Spermolepis hawaiiensis,Hawaii
Spermophilus mohavensis,California
Spermophilus richardsoni nevadensis,Nevada
Spermophilus richardsoni nevadensis,Idaho
Spermophilus richardsoni nevadensis,Oregon
Spermophilus tereticaudus chlorus,California
Spermophilus tridecemlineatus alleni,Wyoming
Spermophilus tridecemlineatus monticola,Arizona
Speyeria adiaste,California
Speyeria adiaste atossa,California
Speyeria adiaste clemencei,California
Speyeria atlantis greyi,Nevada
Speyeria callippe callippe,California
Speyeria callippe extincta,Oregon
Speyeria callippe extincta,California
Speyeria callippe extincta,Nevada
Speyeria diana,Arkansas
Speyeria diana,Pennsylvania
Speyeria diana,Louisiana
Speyeria diana,Tennessee
Speyeria diana,West Virginia
Speyeria diana,South Carolina
Speyeria diana,Missouri
Speyeria diana,Virginia
Speyeria diana,Indiana
Speyeria diana,Ohio
Speyeria diana,Georgia
Speyeria diana,Illinois
Speyeria diana,Mississippi
Speyeria diana,North Carolina
Speyeria diana,Maryland
Speyeria egleis tehachapina,California
Speyeria hydaspe conquista,New Mexico
Speyeria hydaspe conquista,Colorado
Speyeria idalia,North Dakota
Speyeria idalia,Iowa
Speyeria idalia,Arkansas
Speyeria idalia,South Dakota
Speyeria idalia,Nebraska
Speyeria idalia,Colorado
Speyeria idalia,Missouri
Speyeria idalia,Wisconsin
Speyeria idalia,Indiana
Speyeria idalia,Montana
Speyeria idalia,Kansas
Speyeria idalia,Oklahoma
Speyeria idalia,Minnesota
Speyeria idalia,Wyoming
Speyeria idalia,Pennsylvania
Speyeria idalia,Illinois
Speyeria nokomis apacheana,California
Speyeria nokomis apacheana,Nevada
Speyeria nokomis caerulescens,Arizona
Speyeria nokomis carsonensis,Nevada
Speyeria nokomis carsonensis,California
Speyeria nokomis nigrocaerulea,Arizona
Speyeria nokomis nigrocaerulea,New Mexico
Speyeria nokomis nitocris,Colorado
Speyeria nokomis nitocris,New Mexico
Speyeria nokomis nitocris,Arizona
Speyeria nokomis nokomis,Colorado
Speyeria nokomis nokomis,Utah
Speyeria zerene behrensii,California
Speyeria zerene carolae,Nevada
Speyeria zerene hippolyta,California
Speyeria zerene hippolyta,Oregon
Speyeria zerene myrtleae,California
Sphaeralcea caespitosa,Utah
Sphaeralcea caespitosa,Nevada
Sphaeralcea fendleri albescens,Arizona
Sphaeralcea gierischii,Arizona
Sphaeralcea gierischii,Utah
Sphaeralcea janeae,Utah
Sphaeralcea procera,New Mexico
Sphaeralcea psoraloides,Utah
Sphaeralcea rusbyi eremicola,California
Sphaerodactylus micropithecus,Puerto Rico
Sphaeroderus schaumi,Virginia
Sphaeromeria compacta,Nevada
Sphaeromeria ruthiae,Utah
Sphaeromeria simplex,Wyoming
Sphalloplana culveri,West Virginia
Sphalloplana holsingeri,Virginia
Sphalloplana pricei,Pennsylvania
Sphalloplana subtilis,Virginia
Sphalloplana virginiana,Virginia
Sphenolobopsis pearsoni,Tennessee
Sphenolobopsis pearsoni,North Carolina
Spheterista oheoheana,Hawaii
Spheterista pterotropiana,Hawaii
Spheterista reynoldsiana,Hawaii
sphingicampa blanchardi,Texas
Spigelia gentianoides,Alabama
Spigelia gentianoides,Florida
Spigelia texana,Texas
Spilogale putorius amphiala,California
Spilogale putorius interrupta,Colorado
Spinadis simplex,Georgia
Spinadis simplex,Indiana
Spinadis simplex,Wisconsin
Spinadis simplex,Mississippi
Spiraea virginiana,Tennessee
Spiraea virginiana,North Carolina
Spiraea virginiana,West Virginia
Spiraea virginiana,Ohio
Spiraea virginiana,Georgia
Spiraea virginiana,Virginia
Spiraea virginiana,Kentucky
Spiranthes delitescens,Arizona
Spiranthes diluvialis,Washington
Spiranthes diluvialis,Montana
Spiranthes diluvialis,Colorado
Spiranthes diluvialis,Wyoming
Spiranthes diluvialis,Idaho
Spiranthes diluvialis,Nebraska
Spiranthes diluvialis,Utah
Spiranthes diluvialis,Nevada
Spiranthes diluvialis,South Dakota
Spiranthes diluvialis,Arizona
Spiranthes infernalis,Nevada
Spiranthes parksii,Texas
Spirinchus thaleichthys,California
Spirinchus thaleichthys,California
Spondylurus culebrae,Virgin Islands
Spondylurus culebrae,Puerto Rico
Spondylurus magnacruzae,Virgin Islands
Spondylurus monae,Puerto Rico
Spondylurus monae,Virgin Islands
Spondylurus monitoe,Puerto Rico
Spondylurus monitoe,Virgin Islands
Spondylurus nitidus,Virgin Islands
Spondylurus nitidus,Puerto Rico
Spondylurus semitaeniatus,Virgin Islands
Spondylurus sloanii,Virgin Islands
Spondylurus spilonotus,Virgin Islands
Spongilla heteroslerifa,New York
Spongilla sponginosa,South Carolina
Sporobolus pyramidatus,Arizona
Sporobolus teretifolius,Georgia
Sporobolus teretifolius,North Carolina
Sporobolus teretifolius,South Carolina
Sporobolus vaginiflorus var. ozarkanus,Missouri
Sporobolus vaginiflorus var. ozarkanus,Tennessee
Sporobolus vaginiflorus var. ozarkanus,Kentucky
Sporobolus vaginiflorus var. ozarkanus,Texas
Sporobolus vaginiflorus var. ozarkanus,Louisiana
Sporobolus vaginiflorus var. ozarkanus,Alabama
Sporobolus vaginiflorus var. ozarkanus,Indiana
Sporobolus vaginiflorus var. ozarkanus,Oklahoma
Sporobolus vaginiflorus var. ozarkanus,Illinois
Sporobolus vaginiflorus var. ozarkanus,Mississippi
Stactiobiella cahaba,Alabama
Stagnicola bonnevillensis,Utah
Stagnicola pilsbryi,Utah
Stagnicola utahensis,Utah
Stahlia monosperma,Puerto Rico
Stallingsia maculosus,Texas
Stanleya pinnata gibberosa,Wyoming
Stebbinsoseris decipiens,California
Stellaria fontinalis,Kentucky
Stellaria fontinalis,Tennessee
Stellaria irrigua,New Mexico
Stellaria irrigua,Colorado
Stenandrium fascicularis,Texas
Stenelmis calida calida,Nevada
Stenelmis douglasensis,Michigan
